Title,Lyrics,Embedding,Q1,Q2,Q3,Q4,Quartile
Just To Show Ot,"ust To Show Ot Lyrics[Chorus]
Just to show I-
Imma throw 50s and Hundreds
Just to show I-
I'm going in the mall stuntin'
Just to show I-
Imma drop 40k on it
Just to show I-
Hear me clowning, money ain't nothing

[Verse 1]
Y'all don't see my having all this bread
Y'all better put a price on my head
I dun lost all value of money because I get so much for doing almost nothing
The cash coming in so easy, If I said how much you'd be hard pressed to believe me
I wake up when I want
Everyday of the week to pick up bank accounts and my royalties
They pay me in US cash and even in Euros, it's got me feeling like an international hero
I'm getting money from countries I ain't even know exist
I'm like mad, how I hit a stain like this
I'm getting stacks so great, I'm getting some and flipping it in real estate
Some in the service company some in products
Got a feeling my meter broke on good luck
Go in good luck I'm stuck and it won't change after even 1 million bucks
It'll still be heavy and roast up
Champagne, a gold chain and a silk brush
You might also like[Chorus]
Just to show I-
Imma throw 50s and Hundreds
Just to show I-
I'm going in the mall stuntin'
Just to show I-
Imma drop 40k on it
Just to show I-
Hear me clowning, money ain't nothing

[Verse 2]
I dun won on a major stain
Been had the peice but I might buy another chain
Or I might buy a kilo of 'caine
Break it down into grams and only sell it when it rains
I'm the beast of the money game
Cowards talking: you could never prove the same
With the break I make it's hard to refrain
From acting mad and maternally
Let me tell you all about my day:
From when I get up to down my head I lay
I get up after 12 noon
Waking up to something bad in my bedroom
I always take 'em out to a 5 star
Some place they never ate, with a top bar
Spared no expense, mixed drank until we buzzed
With the lifestyle of a thug, she in love
Back to the mall
Get some things just to prove I can buy it all
Almost dinner time, usually 9 dine in
Yellow pages cuisine, random point, dial it
Corn flip [?] other side [?]
Magic with me so I'm heaped at by haters
Head to the party spot with a chick so bad I just might get shot
[Chorus]
Just to show I-
Imma throw 50s and Hundreds
Just to show I-
I'm going in the mall stuntin'
Just to show I-
Imma drop 40k on it
Just to show I-
Hear me clowning, money ain't nothingEmbed","[-0.02633546  0.01871888  0.01273948 ... -0.00138496  0.01066075
 -0.00777177]",0.71048236,0.69086736,0.5923824,0.5232373,Q1
I’m Gone Ball and Never Fall,"’m Gone Ball and Never Fall Lyrics[Chorus]
I'm gone bling, I'm gone ball
I'm gone sting and never fall
I'm gone bling, I'm gone ball
I'm gone sting and never fall

[Verse 1]
It's the baller rollin' out the hood
Got boys wishin' that they could
Be like me
Ballin' bling in the clean SUV
And I still keep my pistol
Just so these boys know what's crystal
Clear what I'm sayin'
You'll be smokin' before you realize I wasn't playin'
I'm just an envied hitter
That rides with diamonds that glitter
In the day time or the night
Sittin' white gold is gonna guarantee to invite
Your mind to wondering
What your life gone be like if you had some of them
Hit me off the chain
I'm tellin' you, man

[Chorus]
I'm gone bling, I'm gone ball
I'm gone sting and never fall
I'm gone bling, I'm gone ball
I'm gone sting and never fall
You might also like[Verse 2]
I'm stingin' places when nobody ever knew
And is forced the hatred, I'm used to it
I wanna have my hit, make them take your girl
Cause they see from what I got going in my world
Steady wonderin' what I'm doin'
But this heat gon get you ruined
From that whole shit, you'll pursuing
Chitter chatter gone get you a lead bruisin'
I'm cruisin', it's something that got em sick
And they wanna smoke me cause I'm stangin' licks
But from these shine blockers, I ain't intimidated
Cause from these hollow points you been infilitrated
They'll mark your body like corrosion
And exit out with an explosion
And we'll see if you still baller hate
When you losing blood at a fast rate

[Chorus]
I'm gone bling, I'm gone ball
I'm gone sting and never fall
I'm gone bling, I'm gone ball
I'm gone sting and never fall1Embed","[-0.05746185  0.03042738 -0.02549452 ... -0.02440943  0.00446734
 -0.02997218]",0.8254654,0.77650374,0.8812339,0.7618517,Q3
Golden Goon,"olden Goon Lyrics[Intro]
*Vocal sample*

[Verse 1: Viper]
A lotta pussies hatin
Jealous cause I couldn't be faded
Envious cause I'm getting this bread
[?] top of my head
Keep playin, this game is over
Keep playin, this here you can't fold
Never really understood why they want my life
Probably cause the swag cut, it was a night
Amazed, seeing plenty of money
Laughing at these bustas cause they swear it's funny
They realize why they couldn't fade me
Cause they were dealing with a real G
I'm that thug that you can't be
Makin plenty
Of money
Off these streets

[Outro]
*Vocal sample*You might also likeEmbed","[-0.03714956  0.00813964  0.00591381 ...  0.01036284  0.02039854
 -0.00980017]",0.81830823,0.8785219,0.7825083,0.6319856,Q2
Boys Know,"oys Know Lyrics[Chorus]
Boys, they know
And you marks gon' feel me fo' sho'
Boys, they know
And you marks gon' feel me fo' sho'
Boys, they know
And you marks gon' feel me fo' sho'
Boys, they know
And you marks gon' feel me fo' sho'

[Verse 1]
Mothakcuf you
I'm hip to you bustas, these boys ain't cool
You marks gon' get hit
When [?] (hollows) comin' out to mix you up
Remindin' me of girls, the way you gossip
But I'ma make sure that this nine'll stop it
I know you ain't real, mark hctib
But I can't figure out if you soft or a snitch
Since I was a youngster, had to [?]
You boys was marks, and now you can't consider it
It's official, I'm wild, fool
I'm callin' all you boys out, yeah, what you gon' do?
These saggin ain't talkin' 'bout nothin'
Bring 'em to the field, and it's stopped 'em from bumpin'
The way I win got you agg' and trippin'
And your hatred gon' catch you slippin'
Chumps, mad 'cause I'm stingin'
They wanna take away my shine, 'cause I'm blingin'
Boys gon' learn, the game's on me
And me losin' will never be
So bring it on, (bitch niggas)
Y'all fingers hard from workin', my fingers soft from triggers
Best to stay real, don't get out of line
And stayin' on your (ho-ass) work grind
You might also like[Chorus]
Boys, they know
And you marks gon' feel me fo' sho'
Boys, they know
And you marks gon' feel me fo' sho'
Boys, they know
And you marks gon' feel me fo' sho'
Boys, they know
And you marks gon' feel me fo' sho'

[Verse 2]
I don't care if you a rapper, trick
I show love for your album, you ain't buy mine, (bitch)?
Worse than these other bustas with cash
You's a mark, so on you, I mash
Matter fact, you like the rest of these boys
I got you ([?]) tossed out, bring your toys
That's what I thought
Ain't nothin' in your mouth, but soft words that's caught
Now, what you wanna say?
You stuck out, 'cause all the girls givin' me all the play
You bustas ain't doin' nothin', gun in front of your mouth
Why don't you come through and see what I'm 'bout?
See, I knew from jump
You boys are punks, so now it's time for me to dump
These heaty ones out the chamber
And leave you so no one can claim ya
[Chorus]
Boys, they know
And you marks gon' feel me fo' sho'
Boys, they know
And you marks gon' feel me fo' sho'2Embed","[-0.03829403  0.01658562  0.00705772 ...  0.00676071 -0.00118521
 -0.02507654]",0.75804436,0.7520681,0.7150623,0.5876547,Q1
This Here Is Fuh,"his Here Is Fuh Lyrics[Chorus]
This here is fuh all the
Bitch-made niggas
If you run yourself up, you gon'
Get yourself fucked
This here is fuh all the
Bitch-made niggas
If you run yourself up, you gon'
Get yourself fucked

[Verse 1]
I'm letting bustas know I'm a fool
When it comes to me and my tools
Like my black .45, ready to blast
And put a bitch nigga on his ass
I got the new Luger that I just bought
And you best believe the muthafucka get hot
And don't speak on the Mossberg
It'll pull your chest off nigga, that's my word
And I got the Daewoo
To catch a busta slippin and he won't have a clue
'Cause of the infrared
To help put a hole in your head
Silencer, lest nobody hear the shots
And the body bag, lest nobody smell yo rot
Then I throw you in the dumpster
I'm quick to shoot you up like a three-point jumpa
You might also like[Chorus]
This here is fuh all the
Bitch-made niggas
If you run yourself up, you gon'
Get yourself fucked
This here is fuh all the
Bitch-made niggas
If you run yourself up, you gon'
Get yourself fucked

[Verse 2]
I'm the type that'll come by your dream
And have you wishin' that I wasn't born to the scene
Like a wolf or a vampire, I come at night
I wake yo ass up 'fo I take yo life
Bitch-ass punk mothafucka
I told you straight up that you'll never see another
Day, where you want it? Your head or chest?
I'ma put in head so you won't see before you rest
I did the murder, red rum
Now ya shakin' like a bitch as that ass get numb
Got topped in the dome by the Glock
I ride ot lookin' at the time on the clock
Got time for one more hit
That bitch-ass nigga you was riding with
Y'all faggots had to be smoked
'Cause real niggas ain't riding with other niggas no mo'
[Chorus]
This here is fuh all the
Bitch-made niggas
If you run yourself up, you gon'
Get yourself fucked
This here is fuh all the
Bitch-made niggas
If you run yourself up, you gon'
Get yourself fuckedEmbed","[-0.02147265  0.01741043  0.00095529 ... -0.02233603  0.04840384
 -0.00612458]",0.7508452,0.8892543,0.7215562,0.57629734,Q2
Top Money,"op Money LyricsAre you okay?

[Chorus]
Top money everywhere, haha
We got top cash everywhere, haha
We got top money everywhere, haha
We got top cash everywhere, haha
We got top money everywhere, haha
We got top cash everywhere, haha
We got top money everywhere, haha
We got top cash everywhеre, haha

[Verse]
It's a trip how haters try it
I always knew it was somе [?] from the other side
Tryna hate on these G's
Because we gettin plenty
And they now want to see us locked up in the pen
But that there ain't happening again
They can't lock us up no more
Cause we ballin' from shore to shore
We got so much paper
I burn some of it up because it ain't my maker
I got cash everywhere
That's why haters wanna see me, bullets at me in the air
I got em saying life ain't fair
Meanwhile I'm made, living life without a care
I hope these tricks understand me
Meanwhile their hate coming in handy
You might also like[Chorus]
Top money everywhere, haha
We got top cash everywhere, haha
We got top money everywhere, haha
We got top cash everywhere, haha
We got top money everywhere, haha
We got top cash everywhere, haha
We got top money everywhere, haha
We got top cash everywhere, hahaEmbed","[-0.04083214  0.02794276 -0.00735839 ... -0.00179969  0.03891135
  0.00809587]",0.7943149,0.7623034,0.7428338,0.70948106,Q1
Watch Me,"atch Me Lyrics[Hook]
Watch me step on the scene
They see the diamonds and they know who it be
Invisible set Byzantine
Got the girls smiling and the boys looking mean
Watch me step on the scene
They see the diamonds and they know who it be
Invisible set Byzantine
Got the girls smiling and the boys looking mean

[Verse 1]
Boys are shut down and I hold they death warrant
In the grind with the girls, I'm the only one scorin'
I make sure their aspirations are unconcievable
And they ambitions are unachievable
These marks are being retarded under my antenna
I need new duelers cause in every battle I'm a winner
Cuties come in and out from my habitat
As I stang licks and watch these boys crash
These dudes steady get wrecked
By me as ladies neglect
To show them any love
They give it all to me, I'm peaceful as a dove
These girls don't feel these boys, them they negate
They don't win but my game's first rate
These men's sanity I obstruct
I show 'em no love, put they hearts in the dust
You might also like[Hook]
Watch me step on the scene
They see my diamonds and they know who it be
Invisible set Byzantine
Got the girls smiling and the boys looking mean
Watch me step on the scene
They see the diamonds and they know who it be
Invisible set Byzantine
Got the girls smiling and the boys looking mean

[Verse 2]
I ball without a care
I got all these boys saying life ain't fair
Just straight up best in the hustle is the lick I cap
With the offence I send the corp(?) goes unadapted
I big win every day and night
The object of every girl's appetite
My armor and shells go down like hail
Like my ice, it hits hard and keeps me stacking my mail
To this game, boys don't get the gist
So they drying up like the morning mist
An onslaught of ballistics I launch
Cliques I pump, chastise the chumps
I dog these boys and keep they days cloudy
I got them out left, so I can't lose to nobody
The best ever baller title I maintain
I'll never see a loss, I'm the best in the game
[Hook]
Watch me step on the scene
They see the diamonds and they know who it be
Invisible set Byzantine
Got the girls smiling and the boys looking mean
Watch me step on the scene
They see the diamonds and they know who it be
Invisible set Byzantine
Got the girls smiling and the boys looking mean
Watch meEmbed","[-0.00832907  0.01672576 -0.01902657 ...  0.00645596  0.01410519
  0.00318253]",0.77261955,0.74339175,0.70820564,0.65527564,Q1
Exciting,"xciting Lyrics[Chorus]
Exciting
Yeah, I'm feeling this
This star here
Ready to let me hit

[Verse 1]
Yeah, these gals choosin' a G
Then, I'm pullin' out wads of cheese
Is it my car or my dome?
I don't care 'cause they taking off clothes
While boys mad 'cause they gets no chicks
That's 'cause they broke and they hits no licks
So, you wonder what do they do?
Get agg' and broke-up too
I'm ballin' like never witnessed
And hittin' these dimes with a quickness
I'll tell you what's poppin' off
I'm just a baller with a Nina Ross
If you put all my money in fives
And put it on me, I'd be crushed alive
In big body I roll
I'm ballin' on a hustler's stroll

[Chorus]
Exciting
Yeah, I'm feeling this
This star here
Ready to let me hit
You might also like[Verse 2]
These boys know my name
That (aggin) Cobra stangin' the game
Like a chef, the way I bake my cake
Or a cook, all the bread I make
This dime got back for days
How am I gon' hit it? Let me count the ways
I like the way she drop it to the ground
See, she already chose, gon' move around
She really got it going on
And through them jeans, I come for that thong
My model hit game go hard
My smash ratio off the charts
Ice got 'em askin' for my load on twos
Yeah, but first can I see you move?
Oh, there you go, move it in the air
Oh, that's it, work that there

[Chorus]
Exciting
Yeah, I'm feeling this
This star here
Ready to let me hit
Exciting
Yeah, I'm feeling this
This star here
Ready to let me hit1Embed","[-0.01700328  0.02299801 -0.00319387 ...  0.00597565  0.00215943
 -0.00112514]",0.8155299,0.6568037,0.61202216,0.565947,Q1
.20 Crawl,"20 Crawl Lyrics[Intro]
7th December

[Chorus]
The money ain't nothing, I got it all
Look how these brand new .20s crawl
The money ain't nothing, I cannot fall
Look how I mall
The money ain't nothing, I got it all
Look how these brand new .20s crawl
The money ain't nothing, I cannot fall
Look how I mall

[Verse 1]
Cash is what I got
And it's a trip, cause I got a lot
Top dollars, is what I see
And haters are mad cause they can't be me
I shine all in they face
The way that they shine is a disgrace
They wear yellow gold, looking like clowns
They might as well be wearing hand me downs
I only wear white gold
The way I shine is truly bold
I told you I'm cold
Don't believe me? Behold
Top money is evident
When you see the way my cash spent
My money top rate
Holler for big bank, take little bank
You might also like[Chorus]
The money ain't nothing, I got it all
Look how these brand new .20s crawl
The money ain't nothing, I cannot fall
Look how I mall
The money ain't nothing, I got it all
Look how these brand new .20s crawl
The money ain't nothing, I cannot fall
Look how I mall

[Verse 2]
I'm coming, I'm deep in top cash
All of these haters want me blast on
Hit the chrome
Two to my chest and two to my dome
I never thought there'd be so many haters
Hate you now, and hate you later
But my money got greater
Now I'm the one not asking for favors
So tell me for real
Tell me how you feel
I hope you ain't a faker
Or else a traitor
Cause that's what haters do
They plot on you
And your next move
And celebrate when you're through
[Chorus]
The money ain't nothing, I got it all
Look how these brand new .20s crawl
The money ain't nothing, I cannot fall
Look how I mall
The money ain't nothing, I got it all
Look how these brand new .20s crawl
The money ain't nothing, I cannot fall
Look how I mall
The money ain't nothing, I got it all
Look how these brand new .20s crawl
The money ain't nothing, I cannot fall
Look how I mall
The money ain't nothing, I got it all
Look how these brand new .20s crawl
The money ain't nothing, I cannot fall
Look how I mallEmbed","[-0.03529407 -0.00229108 -0.01657216 ...  0.01540525  0.03455254
 -0.01248308]",0.76204646,0.75265807,0.7137749,0.6517709,Q1
"Find Me Poppin’ Pills, Snortin’ Powda, Blastin’ Hard","ind Me Poppin’ Pills, Snortin’ Powda, Blastin’ Hard Lyrics[Chorus]
If you're lookin' for me, I'll be blowin' kill
Snortin' on some powder and poppin' X pills
If you're lookin' for me, I'll be blowin' kill
Sippin' alcohol and poppin' X pills
If you're lookin' for me, I'll be blowin' kill
Snortin' on some powder and poppin' X pills
If you're lookin' for me, I'll be blowin' kill
Sippin' alcohol and poppin' X pills

[Verse 1]
I keep it real, let these boys know I'm packin'
And let 'em see that they might have to have it
I let 'em know I ain't playin' with this rap game
I gotta make sure that I die with fame
I'm hittin' licks I ain't never seen before
And still thugged out, ready to blast you ho
Ass niggas, y'all best to find out who I be
A heartless killer, that thug who name start with a V
You can't fuck with this heartless assassin
You'll be dead in your car with your seatbelt fastened
You'll be left like the Night of the Living Dead
Eyes wide open, with a bullet in your head
I keep it raw to the max
And that lead to the cranium is my tax
You bustas gonna act right
Or feel that four tonight
You might also like[Chorus]
If you're lookin' for me, I'll be blowin' kill
Snortin' on some powder and poppin' X pills
If you're lookin' for me, I'll be blowin' kill
Sippin' alcohol and poppin' X pills
If you're lookin' for me, I'll be blowin' kill
Snortin' on some powder and poppin' X pills
If you're lookin' for me, I'll be blowin' kill
Sippin' alcohol and poppin' X pills

[Verse 2]
You say you don't give a fuck?
Well, is you ready to test your bitch-ass luck?
I'ma shank ya 'fore I kill ya
And let you know I was for real, yeah
Thought that you was ballin'
Now your body's bein' hauled in
A white '07 hearse
And feelin' that death is worse
Steady dreamin', wonderin' ""Where did you fuck up?""
When you decided to run up
On a vigilante
Now your dead homies feel me
Mothafuck respectin' the dead
I'ma bum rush your funeral, and turn that bitch red
From bloodshed
As I blast and repeat the things I said
[Chorus]
If you're lookin' for me, I'll be blowin' kill
Snortin' on some powder and poppin' X pills
If you're lookin' for me, I'll be blowin' kill
Sippin' alcohol and poppin' X pills
If you're lookin' for me, I'll be blowin' kill
Snortin' on some powder and poppin' X pills
If you're lookin' for me, I'll be blowin' kill
Sippin' alcohol and poppin' X pills

(—dna em ,uoy dna eM)
(—dna em ,uoy dna eM)
(—dna em ,uoy dna eM)
(—dna em ,uoy dna eM)
(—dna em ,uoy dna eM)
(—dna em ,uoy dna eM)
(—dna em ,uoy dna eM)
(—dna em ,uoy dna eM)
(—dna em ,uoy dna eM)
(—dna em ,uoy dna eM)1Embed","[-0.02285886  0.04121257 -0.02184269 ... -0.0073706   0.02308054
 -0.00850516]",0.65981895,0.81654906,0.66468287,0.5327849,Q2
Hoop Tyme,"oop Tyme Lyrics[Chorus]
It's hoop tyme, whole court hoop tyme
Tyme spelled with a ""Y"", lets get on our grind
Tyme to grab my Shox, and my APLs
And jump out the gym, just like my mail
It’s hoop tyme, whole court hoop tyme
Tyme spelled with a ""Y"", lets get on our grind
Tyme to grab my Shox, and my APLs
And jump out the gym, just like my mail

[Verse 1]
Hoopin' is all I know
Catch one of 'em slippin’, two-hand hanger on the goal
Fam, that's for real
Dunk on the comp and see how they feel
It's time to jump out the gym
APLs on my feet got me high above the rim
Two-hand follow-up dunks is my specialty
So I follow every layup, tryna get one for me
Ten point games, ten minute clock
Winner stay up, loser does not
Shots and layups' one point, three pointer's two points
First team to ten get to stay on the joint
Whole court, hoop court that is
If we get a lead, I'm gon' get a snowbird in
And you best believe it ain't gon’ be no layup
It’s gone be one of them two-hand hanger dunks
You might also like[Chorus]
It's hoop tyme, whole court hoop tyme
Tyme spelled with a ""Y"", lets get on our grind
Tyme to grab my Shox, and my APLs
And jump out the gym, just like my mail
It’s hoop tyme, whole court hoop tyme
Tyme spelled with a ""Y"", lets get on our grind
Tyme to grab my Shox, and my APLs
And jump out the gym, just like my mail

[Verse 2]
I been working on a new self-alley
I'm gon' try to get it if my squad get a rally
Marian whole court, one to thre and six to ten
If you lose one game, you might not get another in
So you gotta hoop like it's your last day on earth
And bam on a fool and not care if his feelings hurt
On this hoop court, I be flyin’
Don't get in the paint if you gon' go to cryin'
On this hoop court, I don't call fouls
Play your own game and don't tell another man how
To play his, that ain't what it is
That's just an easy way to put your life to an end

[Chorus]
It's hoop tyme, whole court hoop tyme
Tyme spelled with a ""Y"", lets get on our grind
Tyme to grab my Shox, and my APLs
And jump out the gym, just like my mail
It's hoop tyme, whole court hoop tyme
Tyme spelled with a ""Y"", lets get on our grind
Tyme to grab my Shox, and my APLs
And jump out the gym, just like my mailEmbed","[-0.01865906 -0.00324705 -0.03573209 ... -0.00308665  0.0211422
  0.01320892]",0.6742697,0.5670475,0.60376805,0.57603717,Q1
I Keep It Real," Keep It Real Lyrics[Chorus]
Yeah yeah, let me know what's the deal
I'm keepin' it chill, catchin' these bustas for real
Yeah yeah, let me know what's the deal
I'm keepin' it chill, catchin' these bustas for real
Yeah yeah, let me know what's the deal
I'm keepin' it chill, catchin' these bustas for real
Yeah yeah, let me know what's the deal
I'm keepin' it chill, catchin' these bustas for real

[Verse 1]
I'm chillin' low-key
Deep in the game, got boys on three
These marks know what's up
Too quick in my space to get your ass bucked
Most these boys fallin' off runnin' 'round like they freakin'
And I got my Glock on 'em, ready for when they tweakin'
Waitin' for the bitch shit that I might see
Holding on my four 'til it's ready to speak
Told these mark haters that I don't play
When it comes to me and my AK
Automatic spray catch boys in they chests
To let 'em all know who's the best
That nigga, you know who it is
I'm deep in the game, I let 'em know how I live
Ballin' with my gun
I can't be faded 'cause I'm always number one
You might also like[Chorus]
Yeah yeah, let me know what's the deal
I'm keepin' it chill, catchin' these bustas for real
Yeah yeah, let me know what's the deal
I'm keepin' it chill, catchin' these bustas for real
Yeah yeah, let me know what's the deal
I'm keepin' it chill, catchin' these bustas for real
Yeah yeah, let me know what's the deal
I'm keepin' it chill, catchin' these bustas for real

[Verse 2]
No doubt, sittin' and chill, bro
But don't sleep on me, nigga, you'll get your head blown
Clean off your body, fool, I ain't playing
Have you heard a motherfuckin' thing that I'm sayin'?
When I have to, I lay low quick
And dump out fast on a fraud-ass trick
Hop out, feel around
Then check out the way you drop down
And I roll through your side
Finish your clique with a solo drive-by
[Ain't?] see it [?] but you can test the skills
If you wanna, but you'll end up in a coma
'Cause I'm gonna send a fatal blow to the chest plate
Then you won't be the present, you'll be the late
Test nigga that tried his luck
And got himself stuck
[Chorus]
Yeah yeah, let me know what's the deal
I'm keepin' it chill, catchin' these bustas for real
Yeah yeah, let me know what's the deal
I'm keepin' it chill, catchin' these bustas for real
Yeah yeah, let me know what's the deal
I'm keepin' it chill, catchin' these bustas for real
Yeah yeah, let me know what's the deal
I'm keepin' it chill, catchin' these bustas for real
Yeah yeah, let me know what's the deal
I'm keepin' it chill, catchin' these bustas for real
Yeah yeah, let me know what's the deal
I'm keepin' it chill, catchin' these bustas for real
Yeah yeah, let me know what's the deal
I'm keepin' it chill, catchin' these bustas for real
Yeah yeah, let me know what's the deal
I'm keepin' it chill, catchin' these bustas for real1Embed","[-0.05704383  0.01486321 -0.00716698 ... -0.01601595  0.01446365
 -0.0084724 ]",0.7311597,0.7826749,0.6780892,0.54374117,Q2
I’m Thugged Out Ballin’,"’m Thugged Out Ballin’ Lyrics[Chorus]
Thugged out, ballin' fo' sho'
And it'll be my .45 that'll let these boys know
I'm thugged out, ballin' fo' sho'
And it'll be my .45 that'll let these boys know
I'm thugged out, ballin' fo' sho'
And it'll be my .45 that'll let these boys know
I'm thugged out, ballin' fo' sho'
And it'll be my .45 that'll let these boys know

[Verse 1]
I'm thugged out, deep in the cut
Run yourself up, you guaranteed to get pumped
Up by the sawed-off
Blew off your head, and your body got tossed
I'm a ruthless assassin out the southwest
Guaranteed to put a hole in your chest
It's best to chill 'fore you get killed
If you act stupid, I promise I will
Make sure that your blood is spilled
And leave you faceless, with no will
Left right on the side of the road is your dead corpse
I burn out, emotionless, with no remorse
Far as I'm concerned, it's just another bitch-nigga gone
I laugh about it to myself as I roll on
Another ruthless hit
And another snitch-trick dead in a ditch
You might also like[Chorus]
I'm thugged out, ballin' fo' sho'
And it'll be my .45 that'll let these boys know
I'm thugged out, ballin' fo' sho'
And it'll be my .45 that'll let these boys know
I'm thugged out, ballin' fo' sho'
And it'll be my .45 that'll let these boys know
I'm thugged out, ballin' fo' sho'
And it'll be my .45 that'll let these boys know

[Verse 2]
Now I'm waitin' in the cut for these punks
That can't show up with my bread, I'm 'bout to make sure they dead
Ho ass niggas promise that they stressin' that they some G's
We gon' find out 'cause they came short with my cheese
First nigga hopped out, caught his ass in the Jeep
Silencer kept the peace, you couldn't hear a peep
Follow busta stuck at the door, tryin' to get out
That's the one I aimed on and caught in the mouth
Driver tried to peel out, caught him through the window
Now it's only one left cryin' like a little ho
Beggin' for his life, fag, cryin' like a little bitch
Motherfuck that trick, should've came with my shit
Stuffed the hater in the head, but a G ain't done
Set the car on fire, blaze it up for fun
Then a thug burn out, top down in the wind
Thinkin' to myself, ""I gotta do this again""
'Cause it was real, when them fake niggas do this
And lettin' 'em know who is the best
In this homicide game
And makin' em respect these licks I claim
And word pass through the streets
You short Viper, you go to sleep
Never to awake
And disappear without a trace
[Chorus]
I'm thugged out, ballin' fo' sho'
And it'll be my .45 that'll let these boys know
I'm thugged out, ballin' fo' sho'
And it'll be my .45 that'll let these boys know
I'm thugged out, ballin' fo' sho'
And it'll be my .45 that'll let these boys know
I'm thugged out, ballin' fo' sho'
And it'll be my .45 that'll let these boys know
I'm thugged out, ballin' fo' sho'
And it'll be my .45 that'll let these boys know
I'm thugged out, ballin' fo' sho'
And it'll be my .45 that'll let these boys know
I'm thugged out, ballin' fo' sho'
And it'll be my .45 that'll let these boys know
I'm thugged out, ballin' fo' sho'
And it'll be my .45 that'll let these boys knowEmbed","[-0.0262241   0.03531411 -0.02825757 ... -0.00518484  0.0102413
  0.00109272]",0.76964015,0.9351922,0.78778046,0.62501466,Q2
Snake Helix,"nake Helix Lyrics[Chorus]
I gotta be the killer
Word on the streets, I am that figure
I gotta be the killer
Word on the streets‚ I am that figure

[Verse 1]
I'm just a Hiram Clarke‚ south park fool
And getting money is what I do
Haters wanna catch me up in something shiesty
But I'm too quick on my feet‚ moving too nicely
Marks looking to touch me with that gat spray
With either pistols or the AKs
Meanwhile, snitches tryin'a send a G to jail
For a thousand Loracets, will I make bail?
Yeah‚ I'm looking at fifty stacks
That's a half a mil' chain, top that
My gat ready to put a hater on they back
It's all done, ready for the kickback

[Chorus]
I gotta be the killer
Word on the streets‚ I am that figure
I gotta be the killer
Word on the streets, I am that figure
(Snake helix)
I gotta be the killer
Word on the streets, I am that figure
I gotta be the killer
Word on the streets, I am that figure
(Snake helix)
You might also like[Verse 2]
Flashback, I'm in the pen for selling cocaine
I did my time, now things done changed
The work game got lame cause these boys janky
I taught em how to whip and these haters ain't thank me
Nah, I can't believe it
So I switch the grind up, now my top stangs concieved it
Seems these clique tricks want my life
Don't need a knife, cause my nine is my wife
It slice something like a machete
It stay ready for these haters that wanna test me
So leave me 'lone, I'm bout to hit the mall
Last week I spent so much I damn near tore down a wall
I stay cash down, it's like a cash-in
When you've got all this money to spend
I might throw some money in the wind
Laugh about it, hit the bank and do it againEmbed","[ 0.0146312   0.04761019  0.00379432 ...  0.00211434  0.0103564
 -0.0046464 ]",0.62578404,0.7702303,0.60480213,0.45624846,Q2
Rollin’,"ollin’ Lyrics[Verse 1: Pacardi-Proof]
Invisible scars, and futuristic cars
We put them down, under [?] stars, ain't tryna' see no wars
I went through [?], and it's steadily flowin'
Like we the Houston [?], but [?]
The whole 9 yards, pay to be on the boulevard
If you a [?] you lose your whole-court for livin' fraud
I done witnessed a whole lotta bullshit
Niggas tryna come up with, really wanna be the shit
But you're never legit, or never a real
You're just a kid, [?] bitch pass me the steel
A raw deal, [?], I'm a fucking menace
We're [?] mixed with Guinness, Guinness
I'm in control, but need a [?], gave their soul
Look me in my eye, and tell me what ya'll see
A real fuckin' G, breakin' 'em off in this industry
Like it was meant to be (be, be)

[Verse 2: Viper The Rapper]
[?] big body
Everybody pimpin', and it's like a party hardy
We gonna knock it up, we gon' do what we gots to do
Them boys are G's as they steppin' on the blues

[Verse 3:  Pacardi-Proof]
Reppin' and ballin' while they goons be fallin'
[?] is crawlin, while they hoes be hatin'
I'm associating with the real niggas on the grind
We gonna come up, blow up, in H Town
I got the cups, so fool won't you fill it up
I got the cigar, so bitch won't you roll it up?
As we peel out the lane, going state to state
Hurtin' motherfuckers, H Town the great
I got the [?], and that boys name [?]
When we fill in the [?], we can never stop
It's that [?] proof, comin' out the roof
I'm [?], while my pants is saggin'
Not givin' a fuck fool, I'm just braggin'
Hold my damn self, and the hoes fuckin' jigglin'
The whole motherfuckin' world knows, we da shit
Rollin' and ballin' and it never stopsYou might also likeEmbed","[-0.00494173  0.02806699 -0.02212361 ... -0.00489571  0.00216771
 -0.00444545]",0.80110604,0.9149567,0.79453313,0.6876324,Q2
